,comm_2
3913,173120464
3914,175138513
3915,56902543
3916,262364806
3917,848192202
3918,2453991934
3919,340627918
3920,1234173897622409218
3921,1232109568907522054
3922,1147243275650252801
3923,973626289016983552
3924,1302262076954619906
3925,1100624763146375168
3926,1118302733415714816
3927,886707832627896321
3928,442978248
3929,186844030
3930,298188767
3931,1611918060
3932,1465986775
3933,1232718093283209216
3934,765891954471276544
3935,290200008
3936,3865357583
3937,882713158087061510
3938,1240765321797152768
3939,304623502
3940,2499795900
3941,1663491294
3942,1039355897951207424
3943,2758888773
3944,1311432669348102144
3945,321787964
3946,1322299478460801027
3947,1193638455651254272
3948,1313382181612511234
3949,464140870
3950,1086282596273639424
3951,1350955216787697669
3952,3135665121
3953,2257236042
3954,351356687
3955,186560910
3956,143546521
3957,979363215938392069
3958,2440342536
3959,1371331982886584321
3960,4020276615
3961,555754674
3962,563335807
3963,95528390
3964,4195055979
3965,883120640206807040
3966,2462029500
3967,1275858271677677569
3968,2755839968
3969,2817326659
3970,828002856
3971,78516980
3972,3229235711
3973,2732837494
3974,1096474174107934722
3975,1390800942
3976,2289869510
3977,1137752557827383296
3978,1298730805338963969
3979,615843861
3980,1242447857308897285
3981,2861908186
3982,1030660229019648001
3983,1334687222
3984,1268045034592653312
3985,866762550435872768
3986,808850493296508928
3987,343535085
3988,771044267355766784
3989,1330532739473436672
3990,180448620
3991,397748551
3992,607738751
3993,779504978864013312
3994,1041064630418718720
3995,378846318
3996,280327823
3997,1544714364
3998,707733144682766338
3999,65687160
4000,342016328
4001,141365885
4002,2987324854
4003,4202566685
4004,2946729723
4005,4237533411
4006,712254606533894144
4007,1036038777553276928
4008,404539372
4009,1700069953
4010,4196815017
4011,4530162635
4012,712844641
4013,1044716378442403840
4014,226514531
4015,1300867018653130752
4016,1305219539890823170
4017,1186114165880098816
4018,920042184887427073
4019,2159105454
4020,471222938
4021,608118766
4022,1127561138684727298
4023,53999295
4024,53412288
4025,626464350
4026,2861601397
4027,3797502927
4028,837065060048637952
4029,3263879456
4030,145712636
4031,870235934
4032,3021060701
4033,1268688085279260674
4034,1011791783540543489
4035,523922362
4036,1315375466
4037,823772502753157121
4038,1186030565054697479
4039,139520641
4040,516081722
4041,2954868406
4042,1095043665582587904
4043,79847674
4044,951268815794589697
4045,1161236480456560641
4046,838564658009231360
4047,782459447444725760
4048,1096901040715321346
4049,2275264321
4050,167565603
4051,1292201252005261313
4052,1646387761
4053,179528163
4054,220443631
4055,3027381664
4056,3338099001
4057,331703256
4058,3873327808
4059,4093265728
4060,226539414
4061,1300099688687972352
4062,2679810522
4063,381822906
4064,1188997788996198400
4065,818391896498307072
4066,1316877164655104002
4067,551856599
4068,172846319
4069,477390275
4070,4865274532
4071,4702382713
4072,2460355070
4073,171281571
4074,2812413150
4075,1320542500520603648
4076,352254225
4077,90511813
4078,769906356186910721
4079,1665347498
4080,515033240
4081,802266409858461696
4082,950842639
4083,360435513
4084,130238110
4085,180089727
4086,66505699
4087,134123304
4088,1319607553085628421
4089,1265651003447263234
4090,1189910821914198016
4091,929569513
4092,1359474190223630338
4093,928520096485658624
4094,620306696
4095,128362428
4096,1104961756055642113
4097,1133944551998181377
4098,2153937264
4099,4442645356
4100,128212977
4101,36058952
4102,144021771
4103,713184945750032385
4104,87621589
4105,53222110
4106,455295564
4107,904400689308323840
4108,123066485
4109,127880158
4110,148180319
4111,1350332919211044869
4112,175052300
4113,289039317
4114,34044460
4115,3093063975
4116,236627237
4117,810285751
4118,1731871213
4119,608715545
4120,1277917742272778240
4121,2490365096
4122,236694929
4123,4062955221
4124,1219791215845167104
4125,917890982649188352
4126,89456382
4127,139518375
4128,218759249
4129,150057330
4130,760312058
4131,2505374887
4132,59659366
4133,258488814
4134,4889906855
4135,2837219991
4136,1278706226
4137,1058047185844166656
4138,871158715520626689
4139,611852024
4140,618149817
4141,1361819966
4142,62709987
4143,809376371298471936
4144,3336030473
4145,3308996296
4146,980035524
4147,3405910666
4148,1295811762265174017
4149,1185873416387284993
4150,1307904120314048512
4151,263833125
4152,545635507
4153,561380161
4154,3483393321
4155,3035794271
4156,136417189
4157,526349135
4158,2272158486
4159,1398125642
4160,1160085925273198592
4161,137856046
4162,747562146905595905
4163,886399326913785856
4164,272230737
4165,120679431
4166,147760722
4167,1395468222
4168,486097060
4169,2842858179
4170,565194951
4171,4265604747
4172,303344035
4173,1321126134168363008
4174,958493102116954112
4175,743878819
4176,281193336
4177,3314004873
4178,1265474382182461441
4179,742858686285139968
4180,1263511380281430017
4181,1232770861033312256
4182,109295147
4183,396594864
4184,1014320634971729921
4185,1302752021733429249
4186,1343225679589109760
4187,941508979
4188,2232198481
4189,712634252949635076
4190,187154761
4191,1912294171
4192,823874633216692225
4193,74814764
4194,1256376107336638472
4195,882549959345795073
4196,1201716001
4197,900295138458644480
4198,165144687
4199,837098111474487296
4200,2205658027
4201,1158902213177171970
4202,181339877
4203,324620028
4204,464254296
4205,1074223981
4206,1002892512699219968
4207,1311072715873366018
4208,783800838124888066
4209,221816026
4210,223226672
4211,230347910
4212,197789866
4213,1216044338339250177
4214,565789441
4215,1069764727314747392
4216,4262038000
4217,1375817286
4218,1169311920652017664
4219,1568005364
4220,136878613
4221,855280679617089550
4222,215468405
4223,4039213762
4224,3239635817
4225,239145830
4226,568438918
4227,192562349
4228,1105087816583860229
4229,1532457806
4230,497601472
4231,3400787650
4232,781618799242084352
4233,2589672371
4234,2894245648
4235,468062981
4236,2835373809
4237,1005125321614557184
4238,629938352
4239,759565387126149120
4240,3587412559
4241,1330965555084472323
4242,100043315
4243,172819123
4244,122061622
4245,1169620189836697600
4246,387917464
4247,1169323079614566400
4248,943330406
4249,632419956
4250,890047994988507136
4251,141337897
4252,157771038
4253,1365514287301742594
4254,2457060510
4255,941052092222976001
4256,116556912
4257,288552246
4258,405312767
4259,1239526511084032002
4260,167255336
4261,74515661
4262,1071106471478345728
4263,153529552
4264,1642897352
4265,1347739424
4266,813728644430491648
4267,1257643104192081922
4268,20512872
4269,1067373592239845378
4270,909437238982971392
4271,382953627
4272,279885489
4273,605557538
4274,2721935665
4275,154309333
4276,1123842290408132608
4277,1967773256
4278,1214266270670999553
4279,4831489919
4280,336156803
4281,2870052210
4282,2189291818
4283,1184948955374870528
4284,1897412508
4285,1270843896994635777
4286,1286688414641926145
4287,223641204
4288,1883002004
4289,2396895553
4290,335650664
4291,2697427768
4292,529013385
4293,867575551703298048
4294,1687302396
4295,629694140
4296,607212738
4297,1193333435575742466
4298,1354401664611053571
4299,2550151646
4300,123670671
4301,761863878
4302,1050182455892819968
4303,474105312
4304,540147206
4305,558850140
4306,1204482138961252354
4307,1179177099640410112
4308,1332138982872899586
4309,2331251798
4310,516786485
4311,143061947
4312,1340685434846887936
4313,894308885279977472
4314,740557482402193408
4315,952973080334405636
4316,993687666226008064
4317,228633012
4318,884946089232695296
4319,185489435
4320,145831041
4321,384997631
4322,3310875417
4323,145851186
4324,460316927
4325,285785743
4326,1169391350724354048
4327,1664960664
4328,135030006
4329,574921782
4330,1273953227373977601
4331,1107840005454606336
4332,3796391482
4333,1898600886
4334,1279985916606644225
4335,620906152
4336,583918690
4337,1123386300898455553
4338,136283402
4339,1192101791737032705
4340,4572181162
4341,2669710398
4342,1235038357249560576
4343,1180106672787918849
4344,1174840191422533633
4345,2878886679
4346,156014624
4347,1248002910207737856
4348,2818242406
4349,1019559511
4350,1046275248541368320
4351,1206588641121845249
4352,811960507829800960
4353,4610687957
4354,17221640
4355,4708741935
4356,944558094
4357,1207121170220404739
4358,169093961
4359,184249821
4360,1274343133455757313
4361,96651497
4362,967179474
4363,163475941
4364,602295298
4365,847018408520626176
4366,1232381754578735105
4367,607587716
4368,985339089712017408
4369,285878208
4370,815703578140704768
4371,4031738433
4372,861265394
4373,173063691
4374,2857100606
4375,257936568
4376,895878853784084482
4377,1288300091758043137
4378,167385572
4379,3955869305
4380,2657391302
4381,938052416
4382,853775682
4383,712275691224567808
4384,2337436416
4385,1185439301879980032
4386,11954212
4387,3661341852
4388,2471048108
4389,574941160
4390,210800518
4391,207317516
4392,427704403
4393,561415485
4394,143505264
4395,1201837466224939008
4396,606715802
4397,985205252017328128
4398,149348710
4399,1214380442
4400,4197549682
4401,882010610493530113
4402,609291358
4403,262878916
4404,187883232
4405,188145679
4406,100956518
4407,1169081102478315521
4408,721359717566717953
4409,1180551133
4410,2957441499
4411,1008441595820113921
4412,2604861845
4413,2933836649
4414,553028372
4415,174469732
4416,604145666
4417,372568619
4418,1319256027859210240
4419,391155284
4420,1107621931656925184
4421,74191469
4422,265528581
4423,206629494
4424,781283455044902912
4425,1347283353783967749
4426,323984381
4427,919285700431896577
4428,787237703511408640
4429,4379711416
4430,1226491169695305728
4431,1280948486775738369
4432,1153833196888428544
4433,196309767
4434,155423848
4435,168303058
4436,1357804836834717696
4437,250234196
4438,281738783
4439,1278069920
4440,946228975
4441,227784912
4442,1265204976
4443,468028339
4444,167884870
4445,986226750190432257
4446,254045011
4447,348764310
4448,715295653161803777
4449,222298968
4450,1245700333596291073
4451,41362616
4452,1622889240
4453,1360798375
4454,1144737506820276226
4455,533871926
4456,1060498657487831041
4457,1295146241014333441
4458,15266334
4459,873715703467188225
4460,819217023586725888
4461,423416900
4462,526859397
4463,776978614420135938
4464,36044876
4465,488449754
4466,209271515
4467,1105323414
4468,1086411056
4469,826526118018686980
4470,952272963709165568
4471,189780728
4472,846039756081377280
4473,4869662693
4474,73558694
4475,530817781
4476,3002183294
4477,905598099841839104
4478,2869225792
4479,2264146498
4480,726819998
4481,73465173
4482,755875058
4483,1097840270
4484,912378570118500352
4485,894985474707783680
4486,1308851418430926849
4487,1350511375798448131
4488,1507540080
4489,2490235974
4490,1298330529172008962
4491,1044765142762835969
4492,1188623066554949632
4493,1488769404
4494,74858975
4495,50049404
4496,129807785
4497,911178634962046976
4498,1222889706569990144
4499,543565599
4500,1352990163052474368
4501,1320789239039217668
4502,128200699
4503,1215983722698366977
4504,84638729
4505,1246629873608769538
4506,1336084633390358529
4507,1259510046
4508,194356760
4509,1328780706294718466
4510,1247370134181814274
4511,165771658
4512,912205214
4513,1252008285563170817
4514,726010718403829760
4515,701952176831258632
4516,1125079901877485573
4517,3037281520
4518,1198408843417542659
4519,1128738438642065408
4520,207085526
4521,1256260622632792064
4522,1290987170866569216
4523,726300487
4524,849688115967078400
4525,2230809061
4526,408199414
4527,560708253
4528,548671283
4529,154235124
4530,1305364141234888705
4531,753964714498088960
4532,209368704
4533,1084312832
4534,4833671476
4535,181612208
4536,358745216
4537,106178206
4538,973642180244967424
4539,634904285
4540,159915786
4541,758113786431672322
4542,1179014251400310785
4543,1026801761955340289
4544,1213920705781219329
4545,2181032211
4546,164847639
4547,3014032816
4548,555433278
4549,314790922
4550,22163605
4551,1418571374
4552,955125798750564357
4553,45242201
4554,1170249240
4555,170420724
4556,153063801
4557,1102313523735130113
4558,1023341334994796544
4559,2999735842
4560,1253839300636049408
4561,208588776
4562,725911309129109506
4563,1233180500296114176
4564,1070867357596291072
4565,2733130564
4566,130279316
4567,236409833
4568,746670749994323968
4569,96013509
4570,897194563504402433
4571,1127008545160007680
4572,208819247
4573,304089400
4574,79351207
4575,124244134
4576,2305092379
4577,3025282665
4578,188156009
4579,1313233592689004546
4580,114760673
4581,1145664042129854465
4582,1355219651568037888
4583,1123049622216245248
4584,2604820517
4585,1965741672
4586,872394980
4587,4179642077
4588,802503744
4589,128065676
4590,456661307
4591,4400245941
4592,400970695
4593,806230254075412480
4594,1270303838
4595,1942269301
4596,161426974
4597,1378280886
4598,1207693026455425025
4599,378107142
4600,3556443737
4601,1218999911485771776
4602,253828246
4603,201157717
4604,1229918819264667648
4605,1194388305196015616
4606,3729591989
4607,3092569785
4608,168126522
4609,396875746
4610,4053715997
4611,4063138517
4612,982622589326684160
4613,852565290781212672
4614,186620163
4615,322052872
4616,761305791194423296
4617,367879260
4618,174101540
4619,4195681312
4620,916842779904495618
4621,293549008
4622,2437288435
4623,255309124
4624,358406669
4625,3019323160
4626,4431491061
4627,317514167
4628,765029380762599424
4629,276184365
4630,2750075607
4631,1219723474928881664
4632,191588520
4633,45560083
4634,508306650
4635,1179922501977169920
4636,354670245
4637,735457375453335552
4638,1270370179248197637
4639,169773620
4640,1196193757533802496
4641,994348715010875398
4642,1222402614
4643,2596342392
4644,1126457795958726656
4645,142726913
4646,634808444
4647,942823560925638656
4648,2264296188
4649,1267909145199509506
4650,4199402476
4651,1127490889406984192
4652,526061930
4653,2567452605
4654,167187369
4655,2319924246
4656,172540805
4657,137568918
4658,524884357
4659,1052276715903483904
4660,81859738
4661,1368478159
4662,212781313
4663,599763338
4664,984966627388215296
4665,160343256
4666,96566150
4667,1067097828139458561
4668,272544258
4669,51513915
4670,4198092893
4671,148882211
4672,1249859504986034177
4673,153849035
4674,979874976399577088
4675,1265000414174470144
4676,1631612666
4677,1312648910
4678,299766231
4679,1270131584323268608
4680,314219187
4681,1168965637236035584
4682,2753436538
4683,1258471869277188096
4684,2185045863
4685,1141915634651078658
4686,486350271
4687,1301237675794534400
4688,885934434
4689,4229244674
4690,1375739162
4691,270078798
4692,145726731
4693,3929778495
4694,1398195762
4695,1686939775
4696,870625139108585473
4697,52934782
4698,920027212237168640
4699,361401417
4700,1188485202781364225
4701,812697707483697152
4702,757675987278688256
4703,1221108758811684865
4704,138247424
4705,516899485
4706,1083787764901048320
4707,134264549
4708,1151322736725282816
4709,179361745
4710,2477517444
4711,1267946896804454400
4712,1264747079211134977
4713,1359986791995047951
4714,449875232
4715,2337285198
4716,145317485
4717,2650665466
4718,187725453
4719,1489177824
4720,189339116
4721,1091395199933267970
4722,4210359142
4723,277360068
4724,41724849
4725,1416277615
4726,2771877700
4727,271993905
4728,2387607133
4729,1233912064462217216
4730,1216538046
4731,2764123654
4732,1274455773939224581
4733,162447159
4734,844730835643383809
4735,1361098297709051909
4736,1253907908699488259
4737,3644610015
4738,1348859550758281216
4739,1279462350362415104
4740,160286398
4741,774066179702939648
4742,848638459
4743,636682341
4744,1186874423531454464
4745,273682375
4746,1120736817840644099
4747,731198485991657476
4748,1183575486749913090
4749,1274894971879985160
4750,225567005
4751,143641044
4752,1306915089539371011
4753,347904250
4754,185949888
4755,170086777
4756,1237025058524221441
4757,1354105844049321984
4758,832049311
4759,517741170
4760,1193938594437697537
4761,4460064508
4762,2837683727
4763,2863327473
4764,58982202
4765,914877253
4766,163992090
4767,709222640
4768,849944770260721664
4769,1282677838466998272
4770,2790297399
4771,1335205943081099265
4772,3697409897
4773,1189657324509650945
4774,921769729622147072
4775,1177998958997716993
4776,1195069701845659649
4777,161517688
4778,1253973538400239617
4779,1205857308154179585
4780,3468089416
4781,2597328366
4782,1296955161219411968
4783,191705422
4784,1311261883
4785,882087828796170241
4786,601076000
4787,969367362
4788,1389888901
4789,1041480062233653250
4790,800719845029335040
4791,3403398057
4792,4095246075
4793,2149777518
4794,117756742
4795,707157934636179456
4796,1168343448526753793
4797,115839048
4798,782961882634280960
4799,1325468623507509249
4800,3003961161
4801,719591985359810561
4802,1601735905
4803,230517454
4804,3176771037
4805,3938556244
4806,1068879786
4807,1689300336
4808,1203172367264047105
4809,324152777
4810,964685307160530945
4811,1396143330
4812,254219009
4813,277757489
4814,735498582841774080
4815,994109659
4816,762007345
4817,1084260285282697222
4818,1053378691
4819,1035310016906121216
4820,2788296077
4821,963324343
4822,135294884
4823,376038470
4824,1250035878619201537
4825,3774974489
4826,880209642323943426
4827,2782871340
4828,138567003
4829,3353414279
4830,14351267
4831,184230680
4832,1014609611989581827
4833,765734808756555776
4834,874819713859280897
4835,1135195491782803461
4836,1207475121566429187
4837,1258901386181435393
4838,1195264644329410561
4839,1063962143291318272
4840,193743325
4841,1328468447995572224
4842,966201950
4843,3062987511
4844,1207519819836403713
4845,99742344
4846,1208503641965039617
4847,781199170665377793
4848,2234712192
4849,811341063554297860
4850,199888659
4851,1173310164004483072
4852,1142470825062338561
4853,118290211
4854,615701053
4855,2191070167
4856,1124145734469681158
4857,339972849
4858,2370842278
4859,889571490290597888
4860,2458555376
4861,980611363008544768
4862,257235785
4863,3027088556
4864,1309622949406793728
4865,169667063
4866,1161088547807518722
4867,996792977233272835
4868,451153088
4869,4104960737
4870,294587836
4871,135856585
4872,8613692
4873,175324823
4874,1301328191068479493
4875,1109564829633863680
4876,1311326770088509441
4877,1300238490
4878,334055371
4879,965679143223549958
4880,2416587746
4881,69301843
4882,499381646
4883,138525110
4884,3730680382
4885,636985703
4886,481700370
4887,260963595
4888,1099315045803216896
4889,729362553042817024
4890,2723543338
4891,848375175972347906
4892,229254195
4893,293884198
4894,611197331
4895,1258901699084849153
4896,265680624
4897,1259968555094888457
4898,511224005
4899,704266183
4900,909558872846856192
4901,1279491809366999040
4902,590403496
4903,36518501
4904,583824269
4905,930331280
4906,1332553795
4907,2695165029
4908,1294091607646654473
4909,1054877878528233474
4910,140640689
4911,26034499
4912,279878052
4913,51781634
4914,73377704
4915,1539829980
4916,367871466
4917,1471095361
4918,203548516
4919,2210708967
4920,1034904122
4921,846698894742474754
4922,1300544121602478082
4923,3360911009
4924,1344118867266830336
4925,61779551
4926,2949369929
4927,1084596452
4928,1201333396720500738
4929,387850030
4930,3907015212
4931,510847765
4932,1075325508
4933,1369084568830156805
4934,827161094
4935,700822280989966337
4936,2985597903
4937,733429108806275072
4938,2720759055
4939,3940673836
4940,1309243273446330375
4941,1360916665
4942,3435541661
4943,4574906055
4944,356158844
4945,792517970912313344
4946,1091170968960188417
4947,348499785
4948,118662979
4949,897103884564529152
4950,66399906
4951,197038096
4952,174716136
4953,166717933
4954,901724034
4955,3130865451
4956,1101541066883379200
4957,158116807
4958,3132227154
4959,2808819799
4960,4819951305
4961,3485465009
4962,1141108615853617152
4963,486495593
4964,835494612026421248
4965,1301270630
4966,951865669
4967,3018440225
4968,51729558
4969,1366434858361364482
4970,1735483399
4971,927023302417186816
4972,1136893712
4973,3225325720
4974,264827346
4975,1034906633527275520
4976,86003577
4977,97552141
4978,233013088
4979,733105058427080704
4980,164756466
4981,170342616
4982,1095853796285124609
4983,3356984920
4984,879214763137433600
4985,602313709
4986,1187767749080223744
4987,337460914
4988,2325442948
4989,894281598702694401
4990,989298671656275968
4991,889665868749295616
4992,719670346727759872
4993,898702804809916416
4994,1062116014501097472
4995,760568735258271744
4996,4197983656
4997,3349303533
4998,169167606
4999,701960169056501760
5000,1309226199051382787
5001,343015123
5002,1292872540776521729
5003,1342491722937458688
5004,171329519
5005,206170151
5006,237941212
5007,1287562291
5008,727191758405263360
5009,817721756
5010,477338790
5011,991421934
5012,2243251021
5013,2563529396
5014,4135313171
5015,1161219668
5016,2696507866
5017,871733782470119424
5018,180329435
5019,716323196
5020,178341161
5021,1223617770128101376
5022,174881176
5023,1713964237
5024,3398047739
5025,1152616912280522752
5026,140149735
5027,3185466580
5028,847060658545971200
5029,4172295983
5030,718646188560531456
5031,241601444
5032,528651089
5033,4237613056
5034,78015311
5035,3167619334
5036,1049437522114334720
5037,4887163726
5038,1113209069295276032
5039,2952399909
5040,2340660626
5041,1294673097220665351
5042,67005249
5043,760963856378241024
5044,1239744403
5045,156054222
5046,257158764
5047,1103699738828914688
5048,1210228940180279298
5049,764913331
5050,836053046
5051,845623597037228032
5052,944996670
5053,864647977046077440
5054,429368302
5055,474281222
5056,1211135103377625089
5057,2288939745
5058,1142147723501690880
5059,1722628226
5060,4043572937
5061,1089589765521985536
5062,1624041746
5063,3380462548
5064,99506937
5065,1336348133840867334
5066,191133606
5067,1248004465581535233
5068,2503025855
5069,1177565733175386113
5070,1243686723651076097
5071,4198032777
5072,1268247092981628930
5073,421086298
5074,4604522356
5075,3172965183
5076,1059440794329853952
5077,188483102
5078,1366566673873002499
5079,171854723
5080,120435208
5081,3379326191
5082,508944234
5083,776650569192726528
5084,4654344868
5085,1856298324
5086,2859785062
5087,147264764
5088,1161386084946849793
5089,43602151
5090,1271266686
5091,2683755791
5092,149643369
5093,1285055382210125832
5094,852326058951159808
5095,780359611
5096,1610897424
5097,521481969
5098,3306200339
5099,2947448583
5100,217691773
5101,332960289
5102,284437702
5103,742492143885930496
5104,3471929663
5105,225074432
5106,199910429
5107,1052701625993768960
5108,176275841
5109,843217760708628480
5110,2332225010
5111,2792813244
5112,1149343142551990273
5113,787776260353167360
5114,2559128107
5115,136664270
5116,172836791
5117,189766259
5118,1248470479712563202
5119,2206381661
5120,1253560079430844422
5121,907019356042874880
5122,361962151
5123,2898775649
5124,2535267889
5125,1250142730585608192
5126,143902485
5127,892024975128920064
5128,614409656
5129,2459767424
5130,714191576
5131,293215858
5132,1258588243802587136
5133,1092183618
5134,975502145280790528
5135,1357890008
5136,942600655797194753
5137,565669539
5138,1973193138
5139,1349779302
5140,963581136
5141,972804775
5142,4097577495
5143,177233720
5144,3991093671
5145,836736428671438849
5146,217978286
5147,570210141
5148,4096829867
5149,2938194081
5150,88654629
5151,2564582235
5152,318883244
5153,797750017
5154,160768274
5155,1304125621887471616
5156,181357327
5157,2712120584
5158,1144395654254534657
5159,202046457
5160,1224033014646263811
5161,869294731704115200
5162,1377770888
5163,61752947
5164,734919547531169792
5165,1304136892443656194
5166,265547723
5167,632565816
5168,608850837
5169,343745220
5170,543912465
5171,4250568112
5172,2983151733
5173,1387475166
5174,913829817094680576
5175,810856463027539968
5176,1324322851554549761
5177,43939236
5178,1160291040378703872
5179,1007060934253273089
5180,202290629
5181,1076490073284272128
5182,711278642215698441
5183,1316561001110740992
5184,1186794901335367680
5185,912169982
5186,1152727219426484226
5187,1360669422
5188,490895292
5189,1830892610
5190,957623318689058816
5191,4228549332
5192,1052667121715556353
5193,3044717403
5194,978805113740578816
5195,874591708000002049
5196,51589783
5197,4459950279
5198,1254937076346339328
5199,1133379262638112768
5200,901876481604943872
5201,127936139
5202,504830948
5203,1409212454
5204,172429619
5205,134022008
5206,207335806
5207,135485201
5208,2900408190
5209,2367038040
5210,299944915
5211,184580098
5212,1299689928809422848
5213,1158579726916755457
5214,1343917433854300160
5215,48908971
5216,162909555
5217,3109433331
5218,67803848
5219,1365489987811241987
5220,272959022
5221,1697157206
5222,1225934818745167873
5223,179350678
5224,3432858501
5225,2178069276
5226,1365848759884800000
5227,100889987
5228,380899192
5229,883102827178061825
5230,847612494872956928
5231,3415148698
5232,1248039357270933504
5233,783179886
5234,801337236
5235,229121064
5236,1235021820186808320
5237,164572612
5238,197902735
5239,449205126
5240,1267922852369530880
5241,1257391101448720385
5242,798939909276966912
5243,154156113
5244,484476723
5245,4531354456
5246,2272053176
5247,2776423601
5248,1274004600429989888
5249,4198216397
5250,1209862268202160130
5251,158813583
5252,158829973
5253,1160236263909330946
5254,1176737227
5255,3614828715
5256,1323464870952607747
5257,1310042367169376257
5258,185845032
5259,1361092091972042754
5260,820323437977669640
5261,1226260569323425798
5262,270939454
5263,2250236975
5264,1317077493623476224
5265,976306243
5266,268096749
5267,1370121481942921220
5268,162724272
5269,1273356830262153222
5270,34020689
5271,1017412286
5272,851119146100289536
5273,3128501996
5274,2450595025
5275,1031974337589530624
5276,385751361
5277,2584767920
5278,1257480302043201537
5279,323446256
5280,186601691
5281,1123776208414609408
5282,160393662
5283,149098745
5284,1141518728452067329
5285,1116828447437991938
5286,759399835418124288
5287,466149247
5288,163991716
5289,1730119106
5290,2986465923
5291,2617671078
5292,1184960890061381632
5293,632134349
5294,4540679362
5295,1320856899252899848
5296,1370514246845534208
5297,51441784
5298,896466913102098432
5299,69940301
5300,298534231
5301,36248417
5302,59121315
5303,193387056
5304,921824241342996480
5305,131352269
5306,448110852
5307,2784202725
5308,2765303410
5309,821905607401893889
5310,132561320
5311,724019916228202498
5312,190853335
5313,1205886007482167304
5314,1038127237
5315,2337229777
5316,1449384565
5317,3296119968
5318,2440399965
5319,201694059
5320,1162844333432856576
5321,1265986844
5322,151478616
5323,821138299725160448
5324,172165949
5325,1589962076
5326,1295139222521815040
5327,915651757652549635
5328,142316500
5329,1366345464
5330,1161683479
5331,1312618476306038785
5332,4378674381
5333,2693043140
5334,1174073885949603840
5335,797064919493607425
5336,2994743607
5337,1058840056113364998
5338,778189
5339,1204282537826279425
5340,2354956262
5341,1324982852
5342,1220172440451665920
5343,2418480824
5344,1060350947661176834
5345,217897348
5346,584355382
5347,2845320264
5348,1310283361961811969
5349,3176107390
5350,1195511858150674435
5351,1099346720322932742
5352,2875183156
5353,1152060353972514816
5354,3416752941
5355,1329902594475651072
5356,1013443061010042880
5357,1257038567576084487
5358,1127675915394273283
5359,3308763436
5360,1191116953919860738
5361,468895562
5362,1337058172478033923
5363,179289593
5364,1316727991913852930
5365,220098549
5366,742517157473456129
5367,321763095
5368,1633219242
5369,803287686144557057
5370,1075911363782942724
5371,1243173556147695617
5372,1140777921084305408
5373,307409107
5374,7699802
5375,1304436153039441920
5376,1051937044790996996
5377,335918975
5378,559904992
5379,2436899898
5380,996146821310410753
5381,2394776322
5382,53908448
5383,1236124780698513408
5384,191460006
5385,939939673
5386,21661288
5387,1306687646043906048
5388,892533660683038724
5389,505139238
5390,1350158227984543744
5391,801209943215009793
5392,1261787583073464323
5393,2495279035
5394,200496560
5395,552779969
5396,983144342079574016
5397,146801624
5398,1117830366780436485
5399,8255352
5400,163731494
5401,2434841396
5402,174677596
5403,259281598
5404,1293396991846883330
5405,190382264
5406,972171487280074754
5407,1295041724658716674
5408,1295516331220119553
5409,1232805988094431233
5410,1276229466726043648
5411,3015178264
5412,1258580226
5413,381220932
5414,71230414
5415,600419911
5416,60758491
5417,2538367453
5418,1002420217409163264
5419,995470084574449664
5420,2448129888
5421,1320387999826313217
5422,1310289944942964736
5423,1309123694900453378
5424,3380356679
5425,153995543
5426,3003954287
5427,754088335
5428,957765888027095041
5429,3404946947
5430,1252579516356145153
5431,622115991
5432,514648917
5433,251108303
5434,1105285037556146176
5435,174262027
5436,1151927837017948160
5437,154609465
5438,146175973
5439,1073637376466018304
5440,2450697019
5441,890062618228121600
5442,763489657392955392
5443,1260973466183966729
5444,1374760032
5445,3294612964
5446,821469462520066049
5447,1177149986
5448,3234501256
5449,299833796
5450,2772832577
5451,157696962
5452,97094716
5453,720788730370502656
5454,1148564745601134592
5455,2266712460
5456,1299046767401594881
5457,16673057
5458,1265590778
5459,1281649918176894976
5460,2303437856
5461,261372538
5462,926969858281046017
5463,616523363
5464,156255061
5465,1114508557
5466,1347566332045357059
5467,1202415038780362753
5468,210439374
5469,109263802
5470,4261733687
5471,1356390372121968644
5472,749389482554757120
5473,1561342028
5474,1326965135559241731
5475,4830854404
5476,3030469624
5477,1021435395538595840
5478,3948170968
5479,1324612841798881280
5480,1144786149275242496
5481,2848184248
5482,2593421448
5483,168164948
5484,1281992533674000399
5485,515413343
5486,1278756036
5487,345445375
5488,1458753680
5489,3708885417
5490,1341217345566597121
5491,1523287141
5492,1083066782569631749
5493,2570051911
5494,1549418581
5495,982633981719072769
5496,972741498
5497,1014581050289410048
5498,2469206586
5499,3988658417
5500,896391169734782977
5501,493880459
5502,203222182
5503,205096265
5504,137143681
5505,1298764453039820802
5506,815596906332225537
5507,1370732645273993216
5508,381101641
5509,1252586028713607168
5510,66910497
5511,1555504632
5512,91335059
5513,2949847258
5514,480128060
5515,1162478936640630785
5516,838199027732729857
5517,1438864490
5518,625745682
5519,4252605022
5520,1607205877
5521,3354353541
5522,1139001962828095488
5523,930798935094022144
5524,959436888003301376
5525,1263312040099303430
5526,3073870673
5527,4005824493
5528,1283888386957336577
5529,1132660640366157824
5530,3157533813
5531,3421483024
5532,443289429
5533,101898497
5534,870415006990520321
5535,967065695333900289
5536,1026919723504685057
5537,1302057209191374849
5538,168488064
5539,96493978
5540,1651710427
5541,187727660
5542,291230273
5543,796913514
